AAC3_PRIME.AGly_AF355189.1_gene2_1_Aminoglycosides_Aminoglycoside_N_acetyltransferases_AAC3_PRIME was removed because does not look like a gene, so removing its metadata
KPC.gi_870898370_gb_KT001101.1_Kpneumoniae39915_carbapenemaseKPCtype2_blaKPC_2_1_betalactams_Class_A_betalactamases_KPC was removed because does not look like a gene, so removing its metadata
LEN.Bla_AY037780.1_gene1_betalactams_Class_A_betalactamases_LEN was removed because does not look like a gene, so removing its metadata
LEN.Bla_LEN4_1_AY130287_betalactams_Class_A_betalactamases_LEN was removed because does not look like a gene, so removing its metadata
LEN.Bla_LEN_10_AJ635419_1_789_789_betalactams_Class_A_betalactamases_LEN was removed because does not look like a gene, so removing its metadata
LEN.Bla_LEN_11_AJ635417_1_789_789_betalactams_Class_A_betalactamases_LEN was removed because does not look like a gene, so removing its metadata
LEN.Bla_LEN_12_AJ635406_1_789_789_betalactams_Class_A_betalactamases_LEN was removed because does not look like a gene, so removing its metadata
LEN.Bla_LEN_13_AJ635403_1_789_789_betalactams_Class_A_betalactamases_LEN was removed because does not look like a gene, so removing its metadata
LEN.Bla_LEN_14_AY265889_1_861_861_betalactams_Class_A_betalactamases_LEN was removed because does not look like a gene, so removing its metadata
LEN.Bla_LEN_24_AM850914_1_861_861_betalactams_Class_A_betalactamases_LEN was removed because does not look like a gene, so removing its metadata
LEN.Bla_LEN_3_1_AY130286_betalactams_Class_A_betalactamases_LEN was removed because does not look like a gene, so removing its metadata
LEN.Bla_LEN_3_AY130286_1_823_823_betalactams_Class_A_betalactamases_LEN was removed because does not look like a gene, so removing its metadata
LEN.Bla_LEN_4_AY130287_1_823_823_betalactams_Class_A_betalactamases_LEN was removed because does not look like a gene, so removing its metadata
LEN.Bla_LEN_6_AY265890_1_472_472_betalactams_Class_A_betalactamases_LEN was removed because does not look like a gene, so removing its metadata
LEN.Bla_LEN_7_AJ635425_1_789_789_betalactams_Class_A_betalactamases_LEN was removed because does not look like a gene, so removing its metadata
LEN.Bla_LEN_8_AJ635424_1_789_789_betalactams_Class_A_betalactamases_LEN was removed because does not look like a gene, so removing its metadata
LEN.Bla_LEN_9_1_AJ635405_betalactams_Class_A_betalactamases_LEN was removed because does not look like a gene, so removing its metadata
LEN.Bla_LEN_9_AJ635423_1_789_789_betalactams_Class_A_betalactamases_LEN was removed because does not look like a gene, so removing its metadata
LEN.CARD_phgb_AY265889_0_458_ARO_3002477_LEN_14_betalactams_Class_A_betalactamases_LEN was removed because does not look like a gene, so removing its metadata
MEPA.Mdr_AY661734.1_gene2_Multi_drug_resistance_Multi_drug_efflux_pumps_MEPA was removed because does not look like a gene, so removing its metadata
MIR.Bla_MIR_4_EF587233_1_1101_1101_betalactams_Class_C_betalactamases_MIR was removed because does not look like a gene, so removing its metadata
MIR.gi_158713821_gb_EF417572.2_betalactams_Class_C_betalactamases_MIR was removed because does not look like a gene, so removing its metadata
MIR.gi_53854917_gb_AY743435.1_betalactams_Class_C_betalactamases_MIR was removed because does not look like a gene, so removing its metadata
MOX.gi_11761377_dbj_D13304.2_KPNPRMOX1_betalactams_Class_C_betalactamases_MOX was removed because does not look like a gene, so removing its metadata
MSBA.38_DQ516970.1_DQ516970_Multi_drug_resistance_Multi_drug_efflux_pumps_MSBA was removed because does not look like a gene, so removing its metadata
MSBA.63_DQ516954.1_DQ516954_Multi_drug_resistance_Multi_drug_efflux_pumps_MSBA was removed because does not look like a gene, so removing its metadata
MSRC.1021_AJ243209.1_AJ243209_MLS_Macrolide_resistance_efflux_pumps_MSRC was removed because does not look like a gene, so removing its metadata
NDM.gi_347984504_gb_JF826285.1_Kpneumoniae_CDC1000529_NewDelhi_ndm_1_1_betalactams_Class_B_betalactamases_NDM was removed because does not look like a gene, so removing its metadata
NIMA.Met_nimH_1_FJ969397_Metronidazole_nim_nitroimidazole_reductase_NIMA was removed because does not look like a gene, so removing its metadata
NIME.Met_nimE_1_AJ244018_Metronidazole_nim_nitroimidazole_reductase_NIME was removed because does not look like a gene, so removing its metadata
NIME.Met_nimE_1_AM042593_Metronidazole_nim_nitroimidazole_reductase_NIME was removed because does not look like a gene, so removing its metadata
NIMI.Met_NimI_1_FJ940886_Metronidazole_nim_nitroimidazole_reductase_NIMI was removed because does not look like a gene, so removing its metadata
NIMI.Met_nimI_1_FJ940883_Metronidazole_nim_nitroimidazole_reductase_NIMI was removed because does not look like a gene, so removing its metadata
NIMI.Met_nimI_1_FJ940884_Metronidazole_nim_nitroimidazole_reductase_NIMI was removed because does not look like a gene, so removing its metadata
NIMI.Met_nimI_1_FJ940887_Metronidazole_nim_nitroimidazole_reductase_NIMI was removed because does not look like a gene, so removing its metadata
NIMI.Met_nimI_1_FJ940889_Metronidazole_nim_nitroimidazole_reductase_NIMI was removed because does not look like a gene, so removing its metadata
OKP.Bla_OKP_B_12_AJ635420_1_861_861_betalactams_Class_A_betalactamases_OKP was removed because does not look like a gene, so removing its metadata
OKP.Bla_OKP_B_14_1_DQ995288_betalactams_Class_A_betalactamases_OKP was removed because does not look like a gene, so removing its metadata
OQXB.Mdr_oqxB_1_EU370913_Multi_drug_resistance_Multi_drug_efflux_pumps_OQXB was removed because does not look like a gene, so removing its metadata
OXA.1387_HM755942.1_HM755942_betalactams_Class_D_betalactamases_OXA was removed because does not look like a gene, so removing its metadata
OXA.552_EU503121.1_EU503121_betalactams_Class_D_betalactamases_OXA was removed because does not look like a gene, so removing its metadata
OXA.Bla_EU086830.1_gene1_betalactams_Class_D_betalactamases_OXA was removed because does not look like a gene, so removing its metadata
OXA.Bla_EU086834.1_gene1_betalactams_Class_D_betalactamases_OXA was removed because does not look like a gene, so removing its metadata
OXA.Bla_L07945.1_gene1_betalactams_Class_D_betalactamases_OXA was removed because does not look like a gene, so removing its metadata
OXA.Bla_NC_010481.6155789_betalactams_Class_D_betalactamases_OXA was removed because does not look like a gene, so removing its metadata
OXA.Bla_OXA_194_HQ425492_1_822_822_betalactams_Class_D_betalactamases_OXA was removed because does not look like a gene, so removing its metadata
OXA.Bla_OXA_195_HQ425493_1_822_822_betalactams_Class_D_betalactamases_OXA was removed because does not look like a gene, so removing its metadata
OXA.Bla_OXA_34_AF350424_1_771_771_betalactams_Class_D_betalactamases_OXA was removed because does not look like a gene, so removing its metadata
OXA.Bla_OXA_36_AF300985_1_739_739_betalactams_Class_D_betalactamases_OXA was removed because does not look like a gene, so removing its metadata
OXA.Bla_OXA_56_1_EF437948_betalactams_Class_D_betalactamases_OXA was removed because does not look like a gene, so removing its metadata
OXA.Bla_OxA_116_EU220744_1_786_786_betalactams_Class_D_betalactamases_OXA was removed because does not look like a gene, so removing its metadata
OXA.gi_10946528_gb_AY008291.1_betalactams_Class_D_betalactamases_OXA was removed because does not look like a gene, so removing its metadata
OXA.gi_11493691_gb_AF201826.1_betalactams_Class_D_betalactamases_OXA was removed because does not look like a gene, so removing its metadata
OXA.gi_11493693_gb_AF201827.1_betalactams_Class_D_betalactamases_OXA was removed because does not look like a gene, so removing its metadata
OXA.gi_12060144_gb_AF201828.2_betalactams_Class_D_betalactamases_OXA was removed because does not look like a gene, so removing its metadata
OXA.gi_146261808_gb_EF552405.1_betalactams_Class_D_betalactamases_OXA was removed because does not look like a gene, so removing its metadata
OXA.gi_147886440_gb_EF581285.1_betalactams_Class_D_betalactamases_OXA was removed because does not look like a gene, so removing its metadata
OXA.gi_1488048_gb_U63835.1_PAU63835_betalactams_Class_D_betalactamases_OXA was removed because does not look like a gene, so removing its metadata
OXA.gi_157497430_gb_EF534256.2_betalactams_Class_D_betalactamases_OXA was removed because does not look like a gene, so removing its metadata
OXA.gi_158634575_gb_EU086830.1_betalactams_Class_D_betalactamases_OXA was removed because does not look like a gene, so removing its metadata
OXA.gi_158634583_gb_EU086834.1_betalactams_Class_D_betalactamases_OXA was removed because does not look like a gene, so removing its metadata
OXA.gi_159160000_gb_EU220745.1_betalactams_Class_D_betalactamases_OXA was removed because does not look like a gene, so removing its metadata
OXA.gi_208431881_gb_FJ194494.1_betalactams_Class_D_betalactamases_OXA was removed because does not look like a gene, so removing its metadata
OXA.gi_329745040_gb_HQ425494.1_betalactams_Class_D_betalactamases_OXA was removed because does not look like a gene, so removing its metadata
OXA.gi_329745042_gb_HQ425495.1_betalactams_Class_D_betalactamases_OXA was removed because does not look like a gene, so removing its metadata
OXA.gi_392295711_gb_JQ422053.1_betalactams_Class_D_betalactamases_OXA was removed because does not look like a gene, so removing its metadata
OXA.gi_392295713_gb_JQ422054.1_betalactams_Class_D_betalactamases_OXA was removed because does not look like a gene, so removing its metadata
OXA.gi_56684452_gb_AY762325.1_betalactams_Class_D_betalactamases_OXA was removed because does not look like a gene, so removing its metadata
OXA.gi_591389141_gb_KF986253.1_betalactams_Class_D_betalactamases_OXA was removed because does not look like a gene, so removing its metadata
OXA.gi_591389143_gb_KF986254.1_betalactams_Class_D_betalactamases_OXA was removed because does not look like a gene, so removing its metadata
OXA.gi_591389145_gb_KF986255.1_betalactams_Class_D_betalactamases_OXA was removed because does not look like a gene, so removing its metadata
OXA.gi_591389147_gb_KF986256.1_betalactams_Class_D_betalactamases_OXA was removed because does not look like a gene, so removing its metadata
OXA.gi_591389149_gb_KF986257.1_betalactams_Class_D_betalactamases_OXA was removed because does not look like a gene, so removing its metadata
OXA.gi_591389151_gb_KF986258.1_betalactams_Class_D_betalactamases_OXA was removed because does not look like a gene, so removing its metadata
OXA.gi_591389153_gb_KF986259.1_betalactams_Class_D_betalactamases_OXA was removed because does not look like a gene, so removing its metadata
OXA.gi_591389155_gb_KF986260.1_betalactams_Class_D_betalactamases_OXA was removed because does not look like a gene, so removing its metadata
OXA.gi_591389157_gb_KF986261.1_betalactams_Class_D_betalactamases_OXA was removed because does not look like a gene, so removing its metadata
OXA.gi_591389159_gb_KF986262.1_betalactams_Class_D_betalactamases_OXA was removed because does not look like a gene, so removing its metadata
OXA.gi_591389161_gb_KF986263.1_betalactams_Class_D_betalactamases_OXA was removed because does not look like a gene, so removing its metadata
OXA.gi_591389163_gb_KJ135342.1_betalactams_Class_D_betalactamases_OXA was removed because does not look like a gene, so removing its metadata
OXA.gi_591389165_gb_KJ135343.1_betalactams_Class_D_betalactamases_OXA was removed because does not look like a gene, so removing its metadata
OXA.gi_591389167_gb_KJ135344.1_betalactams_Class_D_betalactamases_OXA was removed because does not look like a gene, so removing its metadata
OXA.gi_591389169_gb_KJ135345.1_betalactams_Class_D_betalactamases_OXA was removed because does not look like a gene, so removing its metadata
OXA.gi_591389171_gb_KJ135346.1_betalactams_Class_D_betalactamases_OXA was removed because does not look like a gene, so removing its metadata
OXA.gi_751813255_gb_KM979376.1_betalactams_Class_D_betalactamases_OXA was removed because does not look like a gene, so removing its metadata
OXA.gi_751813257_gb_KM979377.1_betalactams_Class_D_betalactamases_OXA was removed because does not look like a gene, so removing its metadata
OXA.gi_751813259_gb_KM979378.1_betalactams_Class_D_betalactamases_OXA was removed because does not look like a gene, so removing its metadata
OXA.gi_751813261_gb_KM979379.1_betalactams_Class_D_betalactamases_OXA was removed because does not look like a gene, so removing its metadata
OXA.gi_751813263_gb_KM979380.1_betalactams_Class_D_betalactamases_OXA was removed because does not look like a gene, so removing its metadata
OXA.gi_784887_gb_L07945.1_PSEBLAOXA3_betalactams_Class_D_betalactamases_OXA was removed because does not look like a gene, so removing its metadata
OXA.gi_817490718_gb_KP264123.1_betalactams_Class_D_betalactamases_OXA was removed because does not look like a gene, so removing its metadata
OXA.gi_817490722_gb_KP264125.1_betalactams_Class_D_betalactamases_OXA was removed because does not look like a gene, so removing its metadata
OXA.gi_88697140_gb_DQ392963.1_betalactams_Class_D_betalactamases_OXA was removed because does not look like a gene, so removing its metadata
OXA.gi_94960148_gb_DQ519087.1_betalactams_Class_D_betalactamases_OXA was removed because does not look like a gene, so removing its metadata
OXA.gi_94960150_gb_DQ519088.1_betalactams_Class_D_betalactamases_OXA was removed because does not look like a gene, so removing its metadata
OXA.gi_94960152_gb_DQ519089.1_betalactams_Class_D_betalactamases_OXA was removed because does not look like a gene, so removing its metadata
OXA.gi_94960154_gb_DQ519090.1_betalactams_Class_D_betalactamases_OXA was removed because does not look like a gene, so removing its metadata
OXY.Bla_AF491278.1_gene1_betalactams_Class_A_betalactamases_OXY was removed because does not look like a gene, so removing its metadata
OXY.Bla_AY077481.1_gene1_betalactams_Class_A_betalactamases_OXY was removed because does not look like a gene, so removing its metadata
OXY.Bla_AY077483.1_gene1_betalactams_Class_A_betalactamases_OXY was removed because does not look like a gene, so removing its metadata
OXY.Bla_AY077485.2_gene1_betalactams_Class_A_betalactamases_OXY was removed because does not look like a gene, so removing its metadata
OXY.Bla_AY077486.1_gene1_betalactams_Class_A_betalactamases_OXY was removed because does not look like a gene, so removing its metadata
OXY.Bla_AY077487.2_gene1_betalactams_Class_A_betalactamases_OXY was removed because does not look like a gene, so removing its metadata
OXY.Bla_AY077488.2_gene1_betalactams_Class_A_betalactamases_OXY was removed because does not look like a gene, so removing its metadata
OXY.Bla_FJ785625.1_gene1_betalactams_Class_A_betalactamases_OXY was removed because does not look like a gene, so removing its metadata
OXY.Bla_FJ785626.1_gene1_betalactams_Class_A_betalactamases_OXY was removed because does not look like a gene, so removing its metadata
OXY.Bla_OXY_1_5_5_AY077486_betalactams_Class_A_betalactamases_OXY was removed because does not look like a gene, so removing its metadata
OXY.Bla_Y17715.1_gene1_betalactams_Class_A_betalactamases_OXY was removed because does not look like a gene, so removing its metadata
PBP2.1058_unknown_id_unknown_name_betalactams_Penicillin_binding_protein_PBP2 was removed because does not look like a gene, so removing its metadata
PER.Bla_PER_5_FJ627180_1_927_927_betalactams_Class_A_betalactamases_PER was removed because does not look like a gene, so removing its metadata
POM.1373_GU002295.1_GU002295_betalactams_Class_B_betalactamases_POM was removed because does not look like a gene, so removing its metadata
QNRB.Flq_QnrB40_JN166689_1_660_660_Fluoroquinolones_Quinolone_resistance_protein_Qnr_QNRB was removed because does not look like a gene, so removing its metadata
QNRB.Flq_QnrB41_JN166690_1_681_681_Fluoroquinolones_Quinolone_resistance_protein_Qnr_QNRB was removed because does not look like a gene, so removing its metadata
QNRB.Flq_QnrB43_JQ349151_1_680_680_Fluoroquinolones_Quinolone_resistance_protein_Qnr_QNRB was removed because does not look like a gene, so removing its metadata
QNRB.Flq_QnrB44_JQ349153_1_680_680_Fluoroquinolones_Quinolone_resistance_protein_Qnr_QNRB was removed because does not look like a gene, so removing its metadata
QNRB.Flq_QnrB45_JQ349152_1_680_680_Fluoroquinolones_Quinolone_resistance_protein_Qnr_QNRB was removed because does not look like a gene, so removing its metadata
QNRB.Flq_QnrB46_JQ349154_1_680_680_Fluoroquinolones_Quinolone_resistance_protein_Qnr_QNRB was removed because does not look like a gene, so removing its metadata
QNRB.Flq_QnrB47_JQ349155_1_680_680_Fluoroquinolones_Quinolone_resistance_protein_Qnr_QNRB was removed because does not look like a gene, so removing its metadata
QNRS.Flq_QnrS3_EU077611_1_657_657_Fluoroquinolones_Quinolone_resistance_protein_Qnr_QNRS was removed because does not look like a gene, so removing its metadata
RMTB.AGly_NC_010558.1.6275958_Aminoglycosides_16S_rRNA_methyltransferases_RMTB was removed because does not look like a gene, so removing its metadata
RMTB.CARD_phgb_FJ483516.1_0_252_ARO_3000860_rmtB_Aminoglycosides_16S_rRNA_methyltransferases_RMTB was removed because does not look like a gene, so removing its metadata
SHV.Bla_AJ920369.1_gene1_betalactams_Class_A_betalactamases_SHV was removed because does not look like a gene, so removing its metadata
SHV.Bla_AY590467.1_gene1_betalactams_Class_A_betalactamases_SHV was removed because does not look like a gene, so removing its metadata
SHV.Bla_EU477409.1_gene1_betalactams_Class_A_betalactamases_SHV was removed because does not look like a gene, so removing its metadata
SHV.Bla_SHV_122_GQ290211_1_515_515_betalactams_Class_A_betalactamases_SHV was removed because does not look like a gene, so removing its metadata
SHV.Bla_SHV_147_JX121114_1_858_858_betalactams_Class_A_betalactamases_SHV was removed because does not look like a gene, so removing its metadata
SHV.Bla_SHV_149_JX121116_1_858_858_betalactams_Class_A_betalactamases_SHV was removed because does not look like a gene, so removing its metadata
SHV.Bla_SHV_152_JX121119_1_858_858_betalactams_Class_A_betalactamases_SHV was removed because does not look like a gene, so removing its metadata
SHV.Bla_SHV_155_JX121122_1_858_858_betalactams_Class_A_betalactamases_SHV was removed because does not look like a gene, so removing its metadata
SHV.Bla_SHV_158_JX121125_1_858_858_betalactams_Class_A_betalactamases_SHV was removed because does not look like a gene, so removing its metadata
SHV.Bla_SHV_159_JX121126_1_858_858_betalactams_Class_A_betalactamases_SHV was removed because does not look like a gene, so removing its metadata
SHV.Bla_SHV_162_JX121129_1_858_858_betalactams_Class_A_betalactamases_SHV was removed because does not look like a gene, so removing its metadata
SHV.Bla_SHV_165_JX121131_1_858_858_betalactams_Class_A_betalactamases_SHV was removed because does not look like a gene, so removing its metadata
SHV.Bla_SHV_167_AB733453_4_849_846_betalactams_Class_A_betalactamases_SHV was removed because does not look like a gene, so removing its metadata
SHV.Bla_SHV_45_HQ877612_1_715_715_betalactams_Class_A_betalactamases_SHV was removed because does not look like a gene, so removing its metadata
SHV.Bla_SHV_53_AY590467_1_729_729_betalactams_Class_A_betalactamases_SHV was removed because does not look like a gene, so removing its metadata
SHV.Bla_SHV_55_HQ877613_1_715_715_betalactams_Class_A_betalactamases_SHV was removed because does not look like a gene, so removing its metadata
SHV.Bla_SHV_62_AJ866285_1_832_832_betalactams_Class_A_betalactamases_SHV was removed because does not look like a gene, so removing its metadata
SHV.Bla_SHV_6_Y11069_1_780_780_betalactams_Class_A_betalactamases_SHV was removed because does not look like a gene, so removing its metadata
SHV.Bla_SHV_84_AM087453_26_856_831_betalactams_Class_A_betalactamases_SHV was removed because does not look like a gene, so removing its metadata
SHV.CARD_phgb_AF117743_0_780_ARO_3001077_SHV_19_betalactams_Class_A_betalactamases_SHV was removed because does not look like a gene, so removing its metadata
SHV.CARD_phgb_AF117744_0_780_ARO_3001078_SHV_20_betalactams_Class_A_betalactamases_SHV was removed because does not look like a gene, so removing its metadata
SHV.CARD_phgb_AF117745_0_780_ARO_3001079_SHV_21_betalactams_Class_A_betalactamases_SHV was removed because does not look like a gene, so removing its metadata
SHV.CARD_phgb_AF117746_0_780_ARO_3001080_SHV_22_betalactams_Class_A_betalactamases_SHV was removed because does not look like a gene, so removing its metadata
SHV.CARD_phgb_AF117747_0_780_ARO_3001081_SHV_23_betalactams_Class_A_betalactamases_SHV was removed because does not look like a gene, so removing its metadata
SHV.CARD_phgb_AM087453_25_856_ARO_3001138_SHV_84_betalactams_Class_A_betalactamases_SHV was removed because does not look like a gene, so removing its metadata
SHV.gi_14532426_gb_AY036620.1_betalactams_Class_A_betalactamases_SHV was removed because does not look like a gene, so removing its metadata
SHV.gi_15721850_gb_AY037778.1_betalactams_Class_A_betalactamases_SHV was removed because does not look like a gene, so removing its metadata
SHV.gi_160948434_emb_AM176547.2_betalactams_Class_A_betalactamases_SHV was removed because does not look like a gene, so removing its metadata
SHV.gi_160948436_emb_AM176548.2_betalactams_Class_A_betalactamases_SHV was removed because does not look like a gene, so removing its metadata
SHV.gi_160948438_emb_AM176549.2_betalactams_Class_A_betalactamases_SHV was removed because does not look like a gene, so removing its metadata
SHV.gi_160948440_emb_AM176550.2_betalactams_Class_A_betalactamases_SHV was removed because does not look like a gene, so removing its metadata
SHV.gi_160948442_emb_AM176551.2_betalactams_Class_A_betalactamases_SHV was removed because does not look like a gene, so removing its metadata
SHV.gi_160948448_emb_AM176552.2_betalactams_Class_A_betalactamases_SHV was removed because does not look like a gene, so removing its metadata
SHV.gi_160948450_emb_AM176553.2_betalactams_Class_A_betalactamases_SHV was removed because does not look like a gene, so removing its metadata
SHV.gi_160948452_emb_AM176554.2_betalactams_Class_A_betalactamases_SHV was removed because does not look like a gene, so removing its metadata
SHV.gi_160948456_emb_AM176556.2_betalactams_Class_A_betalactamases_SHV was removed because does not look like a gene, so removing its metadata
SHV.gi_160948460_emb_AM176558.2_betalactams_Class_A_betalactamases_SHV was removed because does not look like a gene, so removing its metadata
SHV.gi_164449661_gb_EU342351.1_betalactams_Class_A_betalactamases_SHV was removed because does not look like a gene, so removing its metadata
SHV.gi_17887486_gb_AY065991.1_betalactams_Class_A_betalactamases_SHV was removed because does not look like a gene, so removing its metadata
SHV.gi_206813968_gb_FJ194944.1_betalactams_Class_A_betalactamases_SHV was removed because does not look like a gene, so removing its metadata
SHV.gi_2113848_emb_X98102.1_betalactams_Class_A_betalactamases_SHV was removed because does not look like a gene, so removing its metadata
SHV.gi_2113850_emb_X98101.1_betalactams_Class_A_betalactamases_SHV was removed because does not look like a gene, so removing its metadata
SHV.gi_221149271_gb_EU418913.1_betalactams_Class_A_betalactamases_SHV was removed because does not look like a gene, so removing its metadata
SHV.gi_256862195_gb_GQ390805.1_betalactams_Class_A_betalactamases_SHV was removed because does not look like a gene, so removing its metadata
SHV.gi_256862197_gb_GQ390806.1_betalactams_Class_A_betalactamases_SHV was removed because does not look like a gene, so removing its metadata
SHV.gi_256862199_gb_GQ390807.1_betalactams_Class_A_betalactamases_SHV was removed because does not look like a gene, so removing its metadata
SHV.gi_256862201_gb_GQ390808.1_betalactams_Class_A_betalactamases_SHV was removed because does not look like a gene, so removing its metadata
SHV.gi_256862203_gb_GQ390809.1_betalactams_Class_A_betalactamases_SHV was removed because does not look like a gene, so removing its metadata
SHV.gi_257359514_gb_GQ428198.1_betalactams_Class_A_betalactamases_SHV was removed because does not look like a gene, so removing its metadata
SHV.gi_25989459_gb_AY079099.1_betalactams_Class_A_betalactamases_SHV was removed because does not look like a gene, so removing its metadata
SHV.gi_26278934_gb_AY150585.1_betalactams_Class_A_betalactamases_SHV was removed because does not look like a gene, so removing its metadata
SHV.gi_264665731_gb_GQ290211.1_betalactams_Class_A_betalactamases_SHV was removed because does not look like a gene, so removing its metadata
SHV.gi_28912444_gb_AY210887.1_betalactams_Class_A_betalactamases_SHV was removed because does not look like a gene, so removing its metadata
SHV.gi_291621298_dbj_AB551737.1_betalactams_Class_A_betalactamases_SHV was removed because does not look like a gene, so removing its metadata
SHV.gi_32442314_gb_AY259119.1_betalactams_Class_A_betalactamases_SHV was removed because does not look like a gene, so removing its metadata
SHV.gi_338173764_gb_HQ661362.1_betalactams_Class_A_betalactamases_SHV was removed because does not look like a gene, so removing its metadata
SHV.gi_338173766_gb_HQ661363.1_betalactams_Class_A_betalactamases_SHV was removed because does not look like a gene, so removing its metadata
SHV.gi_341575434_gb_JN051143.1_betalactams_Class_A_betalactamases_SHV was removed because does not look like a gene, so removing its metadata
SHV.gi_372864060_gb_JQ029959.1_betalactams_Class_A_betalactamases_SHV was removed because does not look like a gene, so removing its metadata
SHV.gi_393716100_dbj_AB733453.1_betalactams_Class_A_betalactamases_SHV was removed because does not look like a gene, so removing its metadata
SHV.gi_401871154_gb_JX121115.1_betalactams_Class_A_betalactamases_SHV was removed because does not look like a gene, so removing its metadata
SHV.gi_401871158_gb_JX121117.1_betalactams_Class_A_betalactamases_SHV was removed because does not look like a gene, so removing its metadata
SHV.gi_401871160_gb_JX121118.1_betalactams_Class_A_betalactamases_SHV was removed because does not look like a gene, so removing its metadata
SHV.gi_401871164_gb_JX121120.1_betalactams_Class_A_betalactamases_SHV was removed because does not look like a gene, so removing its metadata
SHV.gi_401871166_gb_JX121121.1_betalactams_Class_A_betalactamases_SHV was removed because does not look like a gene, so removing its metadata
SHV.gi_401871184_gb_JX121130.1_betalactams_Class_A_betalactamases_SHV was removed because does not look like a gene, so removing its metadata
SHV.gi_43935_emb_X55640.1_betalactams_Class_A_betalactamases_SHV was removed because does not look like a gene, so removing its metadata
SHV.gi_46452173_gb_AY528718.1_betalactams_Class_A_betalactamases_SHV was removed because does not look like a gene, so removing its metadata
SHV.gi_5002311_gb_AF148850.1_betalactams_Class_A_betalactamases_SHV was removed because does not look like a gene, so removing its metadata
SHV.gi_5002313_gb_AF148851.1_betalactams_Class_A_betalactamases_SHV was removed because does not look like a gene, so removing its metadata
SHV.gi_50347098_gb_AY661885.1_betalactams_Class_A_betalactamases_SHV was removed because does not look like a gene, so removing its metadata
SHV.gi_562889820_gb_KF585144.1_betalactams_Class_A_betalactamases_SHV was removed because does not look like a gene, so removing its metadata
SHV.gi_666914763_gb_KJ776406.1_betalactams_Class_A_betalactamases_SHV was removed because does not look like a gene, so removing its metadata
SHV.gi_684933_gb_U20270.1_ECU20270_betalactams_Class_A_betalactamases_SHV was removed because does not look like a gene, so removing its metadata
SHV.gi_74422850_gb_DQ174304.1_betalactams_Class_A_betalactamases_SHV was removed because does not look like a gene, so removing its metadata
SHV.gi_74422852_gb_DQ174305.1_betalactams_Class_A_betalactamases_SHV was removed because does not look like a gene, so removing its metadata
SHV.gi_74422854_gb_DQ174306.1_betalactams_Class_A_betalactamases_SHV was removed because does not look like a gene, so removing its metadata
SHV.gi_74422856_gb_DQ174307.1_betalactams_Class_A_betalactamases_SHV was removed because does not look like a gene, so removing its metadata
SHV.gi_74422858_gb_DQ174308.1_betalactams_Class_A_betalactamases_SHV was removed because does not look like a gene, so removing its metadata
SHV.gi_7595230_gb_AF132290.1_betalactams_Class_A_betalactamases_SHV was removed because does not look like a gene, so removing its metadata
SHV.gi_84105058_gb_DQ322460.1_betalactams_Class_A_betalactamases_SHV was removed because does not look like a gene, so removing its metadata
SHV.gi_90855321_emb_AJ920369.1_betalactams_Class_A_betalactamases_SHV was removed because does not look like a gene, so removing its metadata
SME.gi_46403068_gb_AY584237.1_betalactams_Class_A_betalactamases_SME was removed because does not look like a gene, so removing its metadata
SME.gi_472863_emb_Z28968.1_betalactams_Class_A_betalactamases_SME was removed because does not look like a gene, so removing its metadata
SULI.Sul_AJ310778.1_gene13_Sulfonamides_Sulfonamide_resistant_dihydropteroate_synthases_SULI was removed because does not look like a gene, so removing its metadata
SULI.Sul_AY758206.1_gene7_Sulfonamides_Sulfonamide_resistant_dihydropteroate_synthases_SULI was removed because does not look like a gene, so removing its metadata
TEM.Bla_AJ437107.1_gene1_betalactams_Class_A_betalactamases_TEM was removed because does not look like a gene, so removing its metadata
TEM.Bla_AM849805.1_gene1_betalactams_Class_A_betalactamases_TEM was removed because does not look like a gene, so removing its metadata
TEM.Bla_EF468463.1_gene1_betalactams_Class_A_betalactamases_TEM was removed because does not look like a gene, so removing its metadata
TEM.Bla_FJ919776.1_gene1_betalactams_Class_A_betalactamases_TEM was removed because does not look like a gene, so removing its metadata
TEM.Bla_JX042489.1_gene1_betalactams_Class_A_betalactamases_TEM was removed because does not look like a gene, so removing its metadata
TEM.Bla_KC292503.1_gene5_betalactams_Class_A_betalactamases_TEM was removed because does not look like a gene, so removing its metadata
TEM.Bla_NC_010558.1.6276043_betalactams_Class_A_betalactamases_TEM was removed because does not look like a gene, so removing its metadata
TEM.Bla_TEM_102_AY029354_3_833_831_betalactams_Class_A_betalactamases_TEM was removed because does not look like a gene, so removing its metadata
TEM.Bla_TEM_10_U09188_198_1005_858_betalactams_Class_A_betalactamases_TEM was removed because does not look like a gene, so removing its metadata
TEM.Bla_TEM_110_AY130283_1_785_785_betalactams_Class_A_betalactamases_TEM was removed because does not look like a gene, so removing its metadata
TEM.Bla_TEM_117_AY130282_1_764_764_betalactams_Class_A_betalactamases_TEM was removed because does not look like a gene, so removing its metadata
TEM.Bla_TEM_118_AY130285_1_785_785_betalactams_Class_A_betalactamases_TEM was removed because does not look like a gene, so removing its metadata
TEM.Bla_TEM_169_FJ873740_1_858_858_betalactams_Class_A_betalactamases_TEM was removed because does not look like a gene, so removing its metadata
TEM.Bla_TEM_191_JF949916_1_757_757_betalactams_Class_A_betalactamases_TEM was removed because does not look like a gene, so removing its metadata
